name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
"April 19, 1998(1998-04-19) (aged 84)
Mexico City, Mexico",https://en.wikipedia.org/wiki/Octavio_Paz,,, 1990,Octavio Paz Lozano,, Literature,Mexican,,"Octavio Paz Lozano
(1914-03-31)March 31, 1914
Mexico City, Mexico",
,https://en.wikipedia.org/wiki/Mario_J._Molina,,, 1995,Mario José Molina Henríquez*,, Chemistry,,,"(1943-03-19) March 19, 1943 (age 73)
Mexico City, Mexico",
"5 September 1997(1997-09-05) (aged 87)
Calcutta, West Bengal, India",https://en.wikipedia.org/wiki/Mother_Teresa,,, 1979,Mother Teresa,, Peace,,,"Anjezë Gonxhe Bojaxhiu
(1910-08-26)26 August 1910
Üsküp, Kosovo Vilayet, Ottoman Empire
(modern Skopje, Republic of Macedonia)",
"13 July 1921(1921-07-13) (aged 75)
SS France, Atlantic Ocean",https://en.wikipedia.org/wiki/Gabriel_Lippmann,,, 1908,Gabriel Lippmann*,, Physics,France,,"Jonas Ferdinand Gabriel Lippmann
(1845-08-16)16 August 1845
Bonnevoie/Bouneweg, Luxembourg (since 1921 part of Luxembourg City)",
,https://en.wikipedia.org/wiki/Jules_A._Hoffmann,,, 2011,Jules A. Hoffmann*,, Physiology or Medicine,French,,"(1941-08-02) 2 August 1941 (age 75)
Echternach, Luxembourg",
,https://en.wikipedia.org/wiki/Bernard_Lown,,, 1985,Bernard Lown*,, Peace,,,,
,https://en.wikipedia.org/wiki/Aaron_Klug,,, 1982,Aaron Klug*,, Chemistry,British,,"(1926-08-11) 11 August 1926 (age 90)[1]
Želva, Lithuania",
,https://en.wikipedia.org/wiki/Leymah_Gbowee,,, 2011,Leymah Gbowee,, Peace,Liberian,,"Leymah Roberta Gbowee
(1972-02-01) 1 February 1972 (age 44)
Central Liberia",
,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,,, 2011,Ellen Johnson Sirleaf,, Peace,,,"Ellen Johnson
(1938-10-29) 29 October 1938 (age 78)
Monrovia, Liberia",
"4 April 1932(1932-04-04) (aged 78)
Großbothen near Leipzig, Germany",https://en.wikipedia.org/wiki/Wilhelm_Ostwald,,, 1909,Wilhelm Ostwald*,, Chemistry,"Baltic German by birth. Prussian, German (after 1871)",,"Friedrich Wilhelm Ostwald
(1853-09-02)2 September 1853
Riga, Governorate of Livonia, Russian Empire (now Latvia)",
"25 September 2011(2011-09-25) (aged 71)
Nairobi, Kenya",https://en.wikipedia.org/wiki/Wangari_Maathai,,, 2004,Wangari Maathai,, Peace,,,"Wangari Muta
(1940-04-01)1 April 1940
Ihithe village, Tetu division, Nyeri District, Kenya (then known as Nyeri, Kenya Colony)",
"8 September 1981(1981-09-08) (aged 74)
Kyoto, Japan",https://en.wikipedia.org/wiki/Hideki_Yukawa,,, 1949,Hideki Yukawa,, Physics,Japan,,"(1907-01-23)23 January 1907
Tokyo, Japan",
"July 8, 1979(1979-07-08) (aged 73)
Tokyo, Japan",https://en.wikipedia.org/wiki/Sin%27ichir%C5%8D_Tomonaga,,, 1965,Sin'ichirō Tomonaga,, Physics,,,"(1906-03-31)March 31, 1906
Tokyo, Japan",
,https://en.wikipedia.org/wiki/Yasunari_Kawabata,,, 1968,Yasunari Kawabata,, Literature,,,,
"13 May 1938(1938-05-13) (aged 77)
Sèvres, France",https://en.wikipedia.org/wiki/Charles_%C3%89douard_Guillaume,,, 1920,Charles Édouard Guillaume,, Physics,Swiss,,"(1861-02-15)15 February 1861
Fleurier, Switzerland",
"18 April 1955(1955-04-18) (aged 76)
Princeton, New Jersey, U.S.",https://en.wikipedia.org/wiki/Albert_Einstein,,, 1921,Albert Einstein,, Physics,,,"(1879-03-14)14 March 1879
Ulm, Kingdom of Württemberg, German Empire",
,https://en.wikipedia.org/wiki/Paul_Nurse,,, 2001,Paul Nurse,, Physiology or Medicine,British,,"Paul Maxime Nurse
(1949-01-25) 25 January 1949 (age 67)[1]
Norwich, Norfolk, England",
"11 March 1955(1955-03-11) (aged 73)
London, England",https://en.wikipedia.org/wiki/Alexander_Fleming,,, 1945,Alexander Fleming,, Physiology or Medicine,,,"(1881-08-06)6 August 1881
Lochfield, East Ayrshire, Scotland",
"12 August 1979(1979-08-12) (aged 73)
Castlebar, Ireland",https://en.wikipedia.org/wiki/Ernst_Boris_Chain,,, 1945,Ernst Boris Chain,, Physiology or Medicine,,,"(1906-06-19)19 June 1906
Berlin, Germany",
,https://en.wikipedia.org/wiki/Friends_Service_Council,,, 1947,Friends Service Council,, Peace,,,,
"8 February 1975(1975-02-08) (aged 88)
Great Missenden, Buckinghamshire, England",https://en.wikipedia.org/wiki/Robert_Robinson_(organic_chemist),,, 1947,Robert Robinson,, Chemistry,English,,"(1886-09-13)13 September 1886
Derbyshire, England",
"21 April 1965(1965-04-21) (aged 72)
Edinburgh, Scotland, UK",https://en.wikipedia.org/wiki/Edward_Victor_Appleton,,, 1947,Edward Victor Appleton,, Physics,English,,"Edward Victor Appleton
(1892-09-06)6 September 1892
Bradford, West Riding of Yorkshire, England, UK",
"13 July 1974(1974-07-13) (aged 76)
London, England","https://en.wikipedia.org/wiki/Patrick_Blackett,_Baron_Blackett",,, 1948,Patrick Blackett,, Physics,United Kingdom,,"Patrick Maynard Stuart Blackett
(1897-11-18)18 November 1897
London, England",
"4 January 1965(1965-01-04) (aged 76)
Kensington, London, England",https://en.wikipedia.org/wiki/T._S._Eliot,,, 1948,T. S. Eliot,, Literature,,,"Thomas Stearns Eliot
(1888-09-26)26 September 1888
St. Louis, Missouri, U.S.",
"25 June 1971(1971-06-25) (aged 90)
Edzell, Angus",https://en.wikipedia.org/wiki/John_Boyd_Orr,,, 1949,John Boyd Orr,, Peace,Scottish,,"John Boyd Orr
(1880-09-23)23 September 1880
Kilmaurs, East Ayrshire",
"9 August 1969(1969-08-09) (aged 65)
Valsassina, Italy",https://en.wikipedia.org/wiki/Cecil_Frank_Powell,,, 1950,Cecil Frank Powell,, Physics,English,,"Cecil Frank Powell
(1903-12-05)5 December 1903
Tonbridge, Kent, England,
United Kingdom",
"2 February 1970(1970-02-02) (aged 97)
Penrhyndeudraeth, Caernarfonshire, United Kingdom",https://en.wikipedia.org/wiki/Bertrand_Russell,,, 1950,Bertrand Russell,, Literature,British,,"Bertrand Arthur William Russell
(1872-05-18)18 May 1872
Trellech, Monmouthshire,[1] United Kingdom",
"18 September 1967(1967-09-18) (aged 70)
Cambridge, England",https://en.wikipedia.org/wiki/John_Cockcroft,,, 1951,John Cockcroft,, Physics,United Kingdom,,"(1897-05-27)27 May 1897
Todmorden, West Yorkshire,, England",
"18 August 1994(1994-08-18) (aged 79)
Norwich, England",https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge,,, 1952,Richard Laurence Millington Synge,, Chemistry,,,"(1914-10-28)28 October 1914
Liverpool, England",
"28 July 2002(2002-07-28) (aged 92)
Llangarron, Wales",https://en.wikipedia.org/wiki/Archer_John_Porter_Martin,,, 1952,Archer John Porter Martin,, Chemistry,British,,"Archer John Porter Martin
(1910-03-01)1 March 1910
London, England",
"22 November 1981(1981-11-22) (aged 81)
Oxford, England",https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,,, 1953,Hans Adolf Krebs,, Physiology or Medicine,German,,"(1900-08-25)25 August 1900
Hildesheim, Germany",
"24 January 1965(1965-01-24) (aged 90)
London, England, UK",https://en.wikipedia.org/wiki/Winston_Churchill,,, 1953,Winston Churchill,, Literature,,,"Winston Leonard Spencer-Churchill
(1874-11-30)30 November 1874
Woodstock, England, UK",
"5 January 1970(1970-01-05) (aged 87)
Göttingen, West Germany",https://en.wikipedia.org/wiki/Max_Born,,, 1954,Max Born,, Physics,,,"(1882-12-11)11 December 1882
Breslau, German Empire",
"9 October 1967(1967-10-09) (aged 70)
London, England",https://en.wikipedia.org/wiki/Cyril_Norman_Hinshelwood,,, 1956,Cyril Norman Hinshelwood,, Chemistry,,,"Cyril Norman Hinshelwood
(1897-06-19)19 June 1897
London, England",
"10 January 1997(1997-01-10) (aged 89)
Oakington, Cambridgeshire","https://en.wikipedia.org/wiki/Alexander_R._Todd,_Baron_Todd",,, 1957,Alexander R. Todd,, Chemistry,British,,"Alexander Robertus Todd
(1907-10-02)2 October 1907
Cathcart, Glasgow",
"19 November 2013(2013-11-19) (aged 95)
Cambridge, Cambridgeshire, England[1]",https://en.wikipedia.org/wiki/Frederick_Sanger,,, 1958,Frederick Sanger,, Chemistry,British,,"(1918-08-13)13 August 1918
Rendcomb, Gloucestershire, England",
"September 30, 2014(2014-09-30) (aged 87)
Palo Alto, California",https://en.wikipedia.org/wiki/Martin_L._Perl,,, 1995,Martin L. Perl,, Physics,United States,,"(1927-06-24)June 24, 1927
New York City, New York",
,"https://en.wikipedia.org/wiki/Robert_Lucas,_Jr.",,, 1995,Robert Lucas,, Economics,,,,
"March 10, 2012(2012-03-10) (aged 84)
Newport Beach, California",https://en.wikipedia.org/wiki/F._Sherwood_Rowland,,, 1995,F. Sherwood Rowland,, Chemistry,United States,,"(1927-06-28)June 28, 1927
Delaware, Ohio",
,https://en.wikipedia.org/wiki/Mario_J._Molina,,, 1995,Mario J. Molina,, Chemistry,,,"(1943-03-19) March 19, 1943 (age 73)
Mexico City, Mexico",
"February 19, 2013(2013-02-19) (aged 75)
Ithaca, New York, U.S.",https://en.wikipedia.org/wiki/Robert_Coleman_Richardson,,, 1996,Robert C. Richardson,, Physics,United States,,"(1937-06-26)June 26, 1937
Washington, D.C., U.S.",
,https://en.wikipedia.org/wiki/Douglas_D._Osheroff,,, 1996,Douglas D. Osheroff,, Physics,American,,"Douglas Dean Osheroff
(1945-08-01) August 1, 1945 (age 71)
Aberdeen, Washington, U.S.",
,https://en.wikipedia.org/wiki/William_F._Sharpe,,, 1990,William F. Sharpe,, Economics,United States,,"(1934-06-16) June 16, 1934 (age 82)
Boston, Massachusetts, U.S.",
"3 June 2000(2000-06-03) (aged 77)
Chicago, Illinois, USA",https://en.wikipedia.org/wiki/Merton_H._Miller,,, 1990,Merton H. Miller,, Economics,United States,,"(1923-05-16)16 May 1923
Boston, Massachusetts",
,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,,, 1978,Robert Woodrow Wilson,, Physics,United States,,"(1936-01-10) January 10, 1936 (age 80)
Houston, Texas, USA",
"July 24, 1991(1991-07-24) (aged 88)
Surfside, Florida, US",https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,,, 1978,Isaac Bashevis Singer,, Literature,,,"Izaak Zynger
(1902-11-21)November 21, 1902
Leoncin, Congress Poland",
,https://en.wikipedia.org/wiki/Herbert_A._Simon,,, 1978,Herbert A. Simon,, Economics,,,,
"May 7, 1998(1998-05-07) (aged 74)
Massachusetts, United States",https://en.wikipedia.org/wiki/Allan_McLeod_Cormack,,, 1979,Allan M. Cormack,, Physiology or Medicine,,,"February 23, 1924
Johannesburg, South Africa",
,https://en.wikipedia.org/wiki/Sheldon_Glashow,,, 1979,Sheldon Glashow,, Physics,United States,,"(1932-12-05) December 5, 1932 (age 83)
New York City, New York, US",
,https://en.wikipedia.org/wiki/Steven_Weinberg,,, 1979,Steven Weinberg,, Physics,American,,"(1933-05-03) May 3, 1933 (age 83)
New York City",
"26 February 1998(1998-02-26) (aged 95)
Evanston, Illinois, United States",https://en.wikipedia.org/wiki/Theodore_Schultz,,, 1979,Theodore Schultz,, Economics,United States,,"(1902-04-30)April 30, 1902
Arlington, South Dakota, United States",
"December 19, 2004 (aged 92)
Lafayette, Indiana, USA",https://en.wikipedia.org/wiki/Herbert_C._Brown,,, 1979,Herbert C. Brown,, Chemistry,USA,,"Herbert Brovarnik
May 22, 1912
London, England, UK",
,https://en.wikipedia.org/wiki/George_Davis_Snell,,, 1980,George D. Snell,, Physiology or Medicine,,,,
"August 2, 2011(2011-08-02) (aged 90)
Jamaica Plain, Massachusetts, USA",https://en.wikipedia.org/wiki/Baruj_Benacerraf,,, 1980,Baruj Benacerraf,, Physiology or Medicine,Venezuela,,"(1920-10-29)October 29, 1920
Caracas, Venezuela",
"February 5, 2015(2015-02-05) (aged 91)
Princeton, New Jersey",https://en.wikipedia.org/wiki/Val_Fitch,,, 1980,Val Fitch,, Physics,,,"(1923-03-10)March 10, 1923
Merriman, Nebraska",
"August 25, 2016(2016-08-25) (aged 84)
Saint Paul, Minnesota, U.S.",https://en.wikipedia.org/wiki/James_Cronin,,, 1980,James Cronin,, Physics,American,,"James Watson Cronin
(1931-09-29)September 29, 1931
Chicago, Illinois, U.S.",
"14 August 2004(2004-08-14) (aged 93)
Kraków, Poland",https://en.wikipedia.org/wiki/Czes%C5%82aw_Mi%C5%82osz,,, 1980,Czesław Miłosz*,, Literature,Polish,,"(1911-06-30)30 June 1911
Szetejnie, Kovno Governorate, Russian Empire",
"October 20, 2013(2013-10-20) (aged 93)
Gladwyne, Pennsylvania, U.S.",https://en.wikipedia.org/wiki/Lawrence_R._Klein,,, 1980,Lawrence R. Klein,, Economics,United States,,"(1920-09-14)September 14, 1920
Omaha, Nebraska, U.S.",
,https://en.wikipedia.org/wiki/Paul_Berg,,, 1980,Paul Berg,, Chemistry,U.S.,,"(1926-06-30) June 30, 1926 (age 90)
Brooklyn, New York",
,https://en.wikipedia.org/wiki/Walter_Gilbert,,, 1980,Walter Gilbert,, Chemistry,U.S.,,"(1932-03-21) March 21, 1932 (age 84)
Boston, Massachusetts, United States",
"April 17, 1994 (1994-04-18) (aged 80)
Pasadena, California",https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry,,, 1981,Roger W. Sperry,, Physiology or Medicine,,,"Roger Wolcott Sperry
August 20, 1913 (2009-08-20)
Hartford, Connecticut",
"September 22, 2013(2013-09-22) (aged 87)
Lincoln, Massachusetts, US",https://en.wikipedia.org/wiki/David_H._Hubel,,, 1981,David H. Hubel,, Physiology or Medicine,American-Canadian[1],,"David Hunter Hubel
(1926-02-27)February 27, 1926
Windsor, Ontario, Canada",
"April 28, 1999(1999-04-28) (aged 77)
Palo Alto, California, U.S.",https://en.wikipedia.org/wiki/Arthur_L._Schawlow,,, 1981,Arthur L. Schawlow,, Physics,United States,,"(1921-05-05)May 5, 1921
Mount Vernon, New York, U.S.",
,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen,,, 1981,Nicolaas Bloembergen,, Physics,,,,
"March 11, 2002(2002-03-11) (aged 84)
New Haven, Connecticut, USA",https://en.wikipedia.org/wiki/James_Tobin,,, 1981,James Tobin,, Economics,United States,,"(1918-03-05)March 5, 1918
Champaign, Illinois, USA",
,https://en.wikipedia.org/wiki/Roald_Hoffmann,,, 1981,Roald Hoffmann,, Chemistry,American,,"Roald Safran
(1937-07-18) July 18, 1937 (age 79)
Złoczów, Poland (now Ukraine)",
"June 15, 2013(2013-06-15) (aged 77)
Saco, Maine",https://en.wikipedia.org/wiki/Kenneth_G._Wilson,,, 1982,Kenneth G. Wilson,, Physics,United States,,"Kenneth Geddes Wilson
(1936-06-08)June 8, 1936
Waltham, Massachusetts",
,https://en.wikipedia.org/wiki/George_J._Stigler,,, 1982,George J. Stigler,, Economics,,,,
"September 2, 1992(1992-09-02) (aged 90)
Huntington, New York, US",https://en.wikipedia.org/wiki/Barbara_McClintock,,, 1983,Barbara McClintock,, Physiology or Medicine,American,,"Eleanor McClintock
(1902-06-16)June 16, 1902
Hartford, Connecticut, USA",
"October 26, 1957(1957-10-26) (aged 61)
Glendale, Missouri, USA",https://en.wikipedia.org/wiki/Gerty_Cori,,, 1947,Gerty Cori,, Physiology or Medicine,Austrian-Hungarian,,"Gerty Theresa Radnitz
(1896-08-15)August 15, 1896
Prague, Austro-Hungarian Empire",
"October 20, 1984(1984-10-20) (aged 87)
Cambridge, Massachusetts",https://en.wikipedia.org/wiki/Carl_Cori,,, 1947,Carl Cori,, Physiology or Medicine,Austrian-Hungarian,,"Carl Ferdinand Cori
(1896-12-05)December 5, 1896
Prague",
,https://en.wikipedia.org/wiki/American_Friends_Service_Committee,,, 1947,American Friends Service Committee (The Quakers),, Peace,,,,
"4 January 1965(1965-01-04) (aged 76)
Kensington, London, England",https://en.wikipedia.org/wiki/T._S._Eliot,,, 1948,T. S. Eliot*,, Literature,,,"Thomas Stearns Eliot
(1888-09-26)26 September 1888
St. Louis, Missouri, U.S.",
"13 March 1975(1975-03-13) (aged 82)
Belgrade, SR Serbia, Socialist Federal Republic of Yugoslavia",https://en.wikipedia.org/wiki/Ivo_Andri%C4%87,,, 1961,Ivo Andrić,, Literature,,,"Ivan Andrić
(1892-10-09)9 October 1892
Dolac, Travnik, Condominium of Bosnia and Herzegovina, Austria-Hungary",
,https://en.wikipedia.org/wiki/Tawakkol_Karman,,, 2011,Tawakkol Karman,, Peace,Yemeni,,"(1979-02-07) 7 February 1979 (age 37)
Taiz, Taiz Governorate, Yemen Arab Republic",
"13 October 1990(1990-10-13) (aged 78)
Hanoi, Socialist Republic of Vietnam",https://en.wikipedia.org/wiki/L%C3%AA_%C4%90%E1%BB%A9c_Th%E1%BB%8D,,, 1973 (declined),Lê Đức Thọ,, Peace,Vietnamese,,"Phan Đình Khải
(1911-10-14)14 October 1911
Hà Nam Province, French Indochina",
"August 2, 2011(2011-08-02) (aged 90)
Jamaica Plain, Massachusetts, USA",https://en.wikipedia.org/wiki/Baruj_Benacerraf,,, 1980,Baruj Benacerraf,, Physiology or Medicine,Venezuela,,"(1920-10-29)October 29, 1920
Caracas, Venezuela",
"January 6, 1919(1919-01-06) (aged 60)
Oyster Bay, New York, U.S.",https://en.wikipedia.org/wiki/Theodore_Roosevelt,,, 1906,Theodore Roosevelt,, Peace,,,"Theodore Roosevelt
(1858-10-27)October 27, 1858
New York City, New York, U.S.",
"May 9, 1931(1931-05-09) (aged 78)
Pasadena, California",https://en.wikipedia.org/wiki/Albert_A._Michelson,,, 1907,Albert A. Michelson,, Physics,United States,,"(1852-12-19)December 19, 1852
Strzelno, Kingdom of Prussia (modern Poland)",
"February 7, 1937(1937-02-07) (aged 91)
New York, New York",https://en.wikipedia.org/wiki/Elihu_Root,,, 1912,Elihu Root,, Peace,,,"(1845-02-15)February 15, 1845
Clinton, New York",
"April 2, 1928(1928-04-02) (aged 60)
Cambridge, Massachusetts",https://en.wikipedia.org/wiki/Theodore_W._Richards,,, 1914,Theodore W. Richards,, Chemistry,United States,,"(1868-01-31)January 31, 1868
Germantown, Pennsylvania",
"February 3, 1924(1924-02-03) (aged 67)
Washington, D.C., U.S.",https://en.wikipedia.org/wiki/Woodrow_Wilson,,, 1919,Woodrow Wilson,, Peace,,,"Thomas Woodrow Wilson
(1856-12-28)December 28, 1856
Staunton, Virginia, U.S.",
"December 19, 1953(1953-12-19) (aged 85)
San Marino, California, U.S.",https://en.wikipedia.org/wiki/Robert_A._Millikan,,, 1923,Robert A. Millikan,, Physics,United States,,"Robert Andrews Millikan
(1868-03-22)March 22, 1868
Morrison, Illinois, U.S.",
"April 23, 1951(1951-04-23) (aged 85)
Evanston, Illinois, U.S.",https://en.wikipedia.org/wiki/Charles_G._Dawes,,, 1925,Charles G. Dawes,, Peace,,,"(1865-08-27)August 27, 1865
Marietta, Ohio, U.S.",
"March 15, 1962(1962-03-15) (aged 69)
Berkeley, California, United States",https://en.wikipedia.org/wiki/Arthur_H._Compton,,, 1927,Arthur H. Compton,, Physics,United States,,"Arthur Holly Compton
(1892-09-10)September 10, 1892
Wooster, Ohio, United States",
"December 21, 1937(1937-12-21) (aged 80)
St. Paul, Minnesota",https://en.wikipedia.org/wiki/Frank_B._Kellogg,,, 1929,Frank B. Kellogg,, Peace,,,"Frank Billings Kellogg
(1856-12-22)December 22, 1856
Potsdam, New York",
,https://en.wikipedia.org/wiki/Sinclair_Lewis,,, 1930,Sinclair Lewis,, Literature,,,,
,https://en.wikipedia.org/wiki/Nicholas_M._Butler,,, 1931,Nicholas M. Butler,, Peace,,,,
"May 21, 1935(1935-05-21) (aged 74)
Chicago, Illinois, U.S",https://en.wikipedia.org/wiki/Jane_Addams,,, 1931,Jane Addams,, Peace,,,"(1860-09-06)September 6, 1860
Cedarville, Illinois, U.S.",
"August 16, 1957(1957-08-16) (aged 76)
Woods Hole, Massachusetts, U.S.",https://en.wikipedia.org/wiki/Irving_Langmuir,,, 1932,Irving Langmuir,, Chemistry,American,,"(1881-01-31)January 31, 1881[1]
Brooklyn, New York, U.S.",
"December 4, 1945(1945-12-04) (aged 79)
Pasadena, California",https://en.wikipedia.org/wiki/Thomas_H._Morgan,,, 1933,Thomas H. Morgan,, Physiology or Medicine,United States,,"(1866-09-25)September 25, 1866
Lexington, Kentucky",
,https://en.wikipedia.org/wiki/George_H._Whipple,,, 1934,George H. Whipple,, Physiology or Medicine,,,,
,https://en.wikipedia.org/wiki/William_P._Murphy,,, 1934,William P. Murphy,, Physiology or Medicine,,,,
"February 25, 1950(1950-02-25) (aged 64)",https://en.wikipedia.org/wiki/George_R._Minot,,, 1934,George R. Minot,, Physiology or Medicine,United States,,"( 1885-12-02)December 2, 1885
Boston, Massachusetts",
"January 5, 1981(1981-01-05) (aged 87)
La Jolla, California",https://en.wikipedia.org/wiki/Harold_C._Urey,,, 1934,Harold C. Urey,, Chemistry,United States,,"(1893-04-29)April 29, 1893
Walkerton, Indiana",
"January 11, 1991(1991-01-11) (aged 85)
San Marino, California, USA",https://en.wikipedia.org/wiki/Carl_David_Anderson,,, 1936,Carl Anderson,, Physics,United States,,"(1905-09-03)September 3, 1905
New York City, New York, USA",
"November 27, 1953(1953-11-27) (aged 65)
Boston, Massachusetts, U.S.",https://en.wikipedia.org/wiki/Eugene_O%27Neill,,, 1936,Eugene O'Neill,, Literature,American,,"Eugene Gladstone O'Neill
(1888-10-16)October 16, 1888
New York City, New York, U.S.",
"February 1, 1958(1958-02-01) (aged 76)
Charlottesville, Virginia, USA",https://en.wikipedia.org/wiki/Clinton_Davisson,,, 1937,Clinton Davisson,, Physics,United States,,"(1881-10-22)October 22, 1881
Bloomington, Illinois, USA",
"March 6, 1973(1973-03-06) (aged 80)
Danby, Vermont, U.S.",https://en.wikipedia.org/wiki/Pearl_S._Buck,,, 1938,Pearl S. Buck,, Literature,American,,"Pearl Sydenstricker
(1892-06-26)June 26, 1892
Hillsboro, West Virginia, U.S.",
"August 27, 1958(1958-08-27) (aged 57)
Palo Alto, California, United States",https://en.wikipedia.org/wiki/Ernest_Lawrence,,, 1939,Ernest Lawrence,, Physics,American,,"Ernest Orlando Lawrence
(1901-08-08)August 8, 1901
Canton, South Dakota, United States",
"October 23, 1986(1986-10-23) (aged 92)
St. Louis, Missouri, USA",https://en.wikipedia.org/wiki/Edward_A._Doisy,,, 1943,Edward A. Doisy,, Physiology or Medicine,United States,,"(1893-11-13)November 13, 1893
Hume, Illinois, USA",
"17 August 1969(1969-08-17) (aged 81)
Berkeley, California, United States",https://en.wikipedia.org/wiki/Otto_Stern,,, 1943,Otto Stern,, Physics,Germany,,"(1888-02-17)17 February 1888
Sohrau, Kingdom of Prussia
(today Żory, Poland)",
"11 May 1963(1963-05-11) (aged 74)
New York City, New York, USA",https://en.wikipedia.org/wiki/Herbert_S._Gasser,,, 1944,Herbert S. Gasser,, Physiology or Medicine,American,,"(1888-07-05)5 July 1888
Platteville, Wisconsin, USA",
"December 5, 1965(1965-12-05) (aged 91)
St. Louis, Missouri",https://en.wikipedia.org/wiki/Joseph_Erlanger,,, 1944,Joseph Erlanger,, Physiology or Medicine,,,"(1874-01-05)January 5, 1874
San Francisco, California",
"11 January 1988(1988-01-11) (aged 89)
New York City",https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi,,, 1944,Isidor Isaac Rabi,, Physics,,,"Israel Isaac Rabi
(1898-07-29)29 July 1898
Rymanów, Galicia, Austria-Hungary (today Poland)",
